/problem             ,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/sat_solving_mils/5,/execution_time/sat_solving_mils/6,/execution_time/sat_solving_mils/7
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                   ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,15.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                   ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                  ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,110.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                  ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                     ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                     ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,125.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                     ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                    ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,110.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                       ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,141.0                                    ,31.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                       ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,359.0                                    ,32.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                       ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,0.0                               ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                      ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                                                                                         ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,0.0                               ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED]"                                                                                                                                                                                                                     ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED]"                                                                                                                                                                                                                    ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,0.0                               ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED]"                                                                                                                                                                                                                       ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,124.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED]"                                                                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,110.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED]"                                                                                                                                                                                                                         ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,171.0                                    ,0.0                               ,16.0                              ,2.0                          ,0.0                     ,2.0                           ,15.0                              ,16.0                              ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED]"                                                                                                                                                                                                                         ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED]"                                                                                                                                                                                                                         ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED]"                                                                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,110.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED]"                                                                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,0.0                               ,0.0                               ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                  ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                 ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,109.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                    ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,203.0                                    ,31.0                              ,47.0                              ,1.0                          ,0.0                     ,2.0                           ,47.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                    ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,359.0                                    ,31.0                              ,47.0                              ,1.0                          ,0.0                     ,2.0                           ,47.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                    ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,0.0                               ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                   ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,0.0                               ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                   ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,0.0                               ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,0.0                               ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                      ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                     ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                     ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,94.0                                     ,0.0                               ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,0.0                               ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,78.0                                     ,0.0                               ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED]"                                                                                                                                                                                                                        ,4.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,4.0                                        ,4059.0          ,1517.0            ,250.0                               ,93.0                                     ,0.0                               ,0.0                               ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
