/problem             ,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/sat_solving_mils/5
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED, Index:03, Agent:slow1-0,Action:leave~p4~slow1-0~n4~n1~n0=FAILED]"                                                                                                                                                  ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,4706.0          ,1577.0            ,250.0                               ,125.0                                    ,0.0                               ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,31.0                              ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:09, Agent:fast1,Action:move-up-fast~fast1~n0~n12=FAILED, Index:02, Agent:slow0-0,Action:move-up-slow~slow0-0~n3~n4=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED, Index:03, Agent:slow1-0,Action:leave~p4~slow1-0~n4~n1~n0=FAILED]"                                                                                                                                                  ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,4706.0          ,1577.0            ,250.0                               ,266.0                                    ,31.0                              ,63.0                              ,1.0                          ,0.0                     ,2.0                           ,79.0                              ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED, Index:03, Agent:slow1-0,Action:leave~p4~slow1-0~n4~n1~n0=FAILED]"                                                                                                                                                     ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,4706.0          ,1577.0            ,250.0                               ,563.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:06, Agent:slow0-0,Action:leave~p4~slow0-0~n1~n1~n0=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED, Index:03, Agent:slow1-0,Action:leave~p4~slow1-0~n4~n1~n0=FAILED]"                                                                                                                                                     ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,4706.0          ,1577.0            ,250.0                               ,110.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,
"elevator30.problem" ,12.0                            ,37.0                              ,5.0                              ,"[Index:08, Agent:slow2-0,Action:leave~p6~slow2-0~n8~n2~n1=FAILED, Index:01, Agent:slow0-0,Action:board~p0~slow0-0~n3~n0~n1=FAILED, Index:04, Agent:fast0,Action:board~p0~fast0~n4~n0~n1=FAILED, Index:00, Agent:slow0-0,Action:move-up-slow~slow0-0~n2~n3=FAILED, Index:03, Agent:slow1-0,Action:leave~p4~slow1-0~n4~n1~n0=FAILED]"                                                                                                                                                     ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,4706.0          ,1577.0            ,250.0                               ,125.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                 ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,719.0                                    ,63.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,250.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                     ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                 ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,281.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,250.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,313.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                               ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:03, Agent:satellite0,Action:turn_to~satellite0~planet21~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                  ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite1,Action:turn_to~satellite1~planet8~phenomenon7=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                      ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,328.0                                    ,31.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:09, Agent:satellite0,Action:turn_to~satellite0~phenomenon18~phenomenon13=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,360.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:08, Agent:satellite1,Action:take_image~satellite1~star9~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                        ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,281.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:12, Agent:satellite1,Action:take_image~satellite1~star14~instrument3~thermograph4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,297.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:18, Agent:satellite1,Action:take_image~satellite1~star19~instrument3~thermograph4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,563.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:02, Agent:satellite1,Action:calibrate~satellite1~instrument3~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                             ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,218.0                                    ,31.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:03, Agent:satellite3,Action:take_image~satellite3~star10~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite0,Action:take_image~satellite0~phenomenon5~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                        ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,282.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:01, Agent:satellite1,Action:switch_on~instrument3~satellite1=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,265.0                                    ,15.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite1,Action:turn_to~satellite1~star9~planet8=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,729.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:19, Agent:satellite1,Action:turn_to~satellite1~star20~star19=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,359.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite0,Action:turn_to~satellite0~groundstation2~phenomenon12=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                              ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,1219.0                                   ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:01, Agent:satellite3,Action:calibrate~satellite3~instrument7~groundstation4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                             ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,297.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:04, Agent:satellite1,Action:take_image~satellite1~phenomenon7~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                  ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,235.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:01, Agent:satellite0,Action:switch_on~instrument0~satellite0=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,281.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:14, Agent:satellite1,Action:take_image~satellite1~planet15~instrument3~image2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                           ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,313.0                                    ,32.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:02, Agent:satellite3,Action:turn_to~satellite3~star10~groundstation4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                    ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:20, Agent:satellite1,Action:take_image~satellite1~star20~instrument3~thermograph4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,1.0                                        ,10018.0         ,4921.0            ,281.0                               ,344.0                                    ,15.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED]"                                                                                                                                                                                                                                                                                                      ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,250.0                                    ,16.0                              ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                               ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,391.0                                    ,15.0                              ,47.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                          ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,703.0                                    ,15.0                              ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                           ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,250.0                                    ,15.0                              ,32.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                      ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,235.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                               ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,281.0                                    ,0.0                               ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED]"                                                                                                                                                                                                                                                                                                      ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,218.0                                    ,15.0                              ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED]"                                                                                                                                                                                                                                                                                                 ,2.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,2.0                                        ,10018.0         ,4921.0            ,281.0                               ,250.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
